aerosol_height (m),temp (°C),dew (°C),humidity (%),precip (mm),windspeed (km/h),sealevelpressure (mb),UVindex,CH4(ppb)
2987.3237723168786,12.9,-1.4,39.1,0.0,34.8,1016.0,9,1902.8515068480704
3000.0707802338297,14.6,-5.0,30.3,0.0,22.0,1017.8,9,1900.4552743071188
3000.149539110224,19.2,-5.1,23.9,0.0,17.9,1015.3,9,1918.661986382252
3000.228297986618,21.7,-6.2,16.2,0.0,39.8,1013.4,9,1936.868698457384
3014.680620727914,21.6,-0.3,29.3,0.0,46.7,1009.1,9,1913.5125370914127
3000.149363433036,16.1,-15.7,11.9,0.0,29.6,1013.6,10,1929.16442042475
3000.149363433036,17.8,-0.6,30.5,0.0,32.2,1010.1,8,1929.16442042475
3028.63500991375,11.7,6.9,72.8,0.072,33.9,1009.9,2,1914.1904653833928
3009.817795932684,13.2,3.4,56.3,0.328,36.5,1014.6,8,1907.7858548536371
3000.061761287008,15.7,-0.7,37.5,0.0,24.4,1020.1,9,1913.0094832890888
3000.061761287008,20.5,-1.6,26.0,0.0,38.5,1020.6,10,1913.0094832890888
3000.056193255949,23.7,2.1,26.4,0.0,29.3,1017.8,9,1917.5889265592573
3000.494920440537,25.0,5.7,35.4,0.0,21.4,1014.4,9,1920.906158385995
3000.933647625126,25.4,12.5,47.5,0.0,33.0,1008.2,5,1924.2233902127325
3000.1102250152544,22.3,-7.9,16.7,0.0,25.1,1011.6,10,1910.65354231856
3000.1102250152544,22.6,-9.5,12.5,0.0,22.9,1013.3,10,1910.65354231856
3000.124096636311,22.1,8.1,47.3,0.0,34.0,1014.8,9,1899.715234008504
3000.124096636311,13.8,5.6,58.1,0.0,35.7,1020.0,6,1899.715234008504
3022.047427337314,9.7,8.1,90.1,38.481,37.3,1021.2,2,1934.025206363718
3015.516240513218,10.7,5.1,70.5,0.0,28.4,1026.9,8,1923.174271435492
3000.52174252292,16.0,7.6,59.4,0.0,30.6,1020.7,9,1927.609265387612
3000.395349931285,21.7,10.3,53.3,0.0,29.9,1014.1,9,1931.9459962538108
3000.2689573396506,22.8,15.1,64.3,0.0,22.8,1016.0,8,1936.2827271200097
3028.347491464092,24.0,16.5,63.8,0.0,35.9,1010.7,7,1912.2012768160048
3004.179861171579,23.3,3.1,37.2,0.0,37.0,1007.3,10,1895.9271873968528
3004.179861171579,24.3,7.0,39.0,0.482,26.5,1005.6,9,1895.9271873968528
3000.0165364251056,20.4,1.0,29.1,0.0,20.7,1010.8,10,1922.14033633812
3000.0237045580907,22.0,0.6,29.7,0.0,20.7,1012.4,10,1926.6879855294744
3000.030872691076,25.0,13.0,49.8,0.0,32.9,1011.0,10,1931.23563472083
3023.190878739328,24.7,17.7,66.5,0.0,36.0,1008.4,9,1913.1304643745943
3000.779209662732,25.1,10.3,51.6,0.0,35.3,1007.9,10,1926.84767054842
3000.779209662732,22.8,15.4,65.7,1.964,45.9,1010.5,9,1926.84767054842
3000.64007895742,19.3,16.4,83.4,2.617,41.1,1012.7,6,1909.535783364576
2985.065008565812,19.0,15.4,80.9,0.193,26.5,1013.6,8,1909.3433742246227
3001.066411309905,25.9,8.4,47.6,0.0,36.7,1007.2,10,1918.2482311802776
3001.179859036596,24.4,-4.2,16.6,0.0,34.2,1007.3,10,1925.254579794212
3000.779544767399,26.0,1.0,26.3,0.0,24.7,1004.6,10,1928.3959244768284
3000.2794380178884,22.5,7.1,38.6,0.0,39.6,1009.7,10,1926.3560530743457
3000.293093264267,20.2,7.5,44.7,0.0,34.3,1018.2,8,1928.181185603181
3020.699095552648,18.1,11.5,67.4,10.639,26.3,1016.0,5,1909.8723387821703
2995.981543288787,19.4,16.2,82.7,2.951,25.9,1009.7,7,1904.673236127772
3000.4569503138337,22.2,10.7,57.3,0.0,28.3,1010.8,10,1909.285844822689
3000.548049443081,24.1,8.5,41.7,0.0,31.1,1011.6,9,1913.724565785642
3000.639148572328,26.6,8.3,34.2,0.0,38.4,1008.3,9,1918.1632867485955
3000.934501603392,20.4,13.0,63.8,10.85,42.3,1009.0,7,1931.7672015461424
3010.677598775996,19.2,11.4,65.4,0.072,14.9,1011.4,10,1933.6670188512023
3000.2354714588364,26.1,8.5,40.3,0.0,20.1,1011.4,10,1963.8159940180856
3000.2354714588364,29.9,10.0,33.2,0.0,37.6,1011.5,10,1963.8159940180856
2987.583486662911,29.2,9.6,35.1,0.0,26.0,1009.4,10,1929.923524673841
3012.603666718041,28.4,6.9,32.0,0.0,26.7,1009.6,8,1934.9895301762851
3008.6549818488484,25.6,14.5,53.2,0.0,26.3,1010.9,9,1928.9262866994345
3007.0901624470416,27.0,11.2,52.3,0.0,33.3,1009.2,10,1919.64659990812
3003.1782722519906,26.2,5.8,36.1,0.0,18.7,1009.7,9,1919.1114378448128
3000.4002873212767,28.3,6.2,34.4,0.0,31.6,1008.5,9,1923.0407924872984
2999.9851613088254,28.8,-5.3,11.2,0.0,31.8,1009.6,10,1917.7201003551515
3000.460878516486,28.1,-4.1,15.8,0.0,26.2,1013.5,10,1921.8361216454407
3000.920807599129,26.8,14.5,48.5,0.241,44.3,1015.4,9,1926.4576649823573
2990.5191062226218,24.9,15.5,58.3,1.761,33.4,1018.4,9,1935.267671713084
3001.5681940471195,25.4,17.9,63.6,1.618,34.9,1013.4,9,1887.752880653593
3001.5681940471195,24.4,16.2,62.8,0.0,34.2,1013.7,9,1887.752880653593
3000.202242849075,24.8,16.1,61.1,6.545,46.9,1015.5,9,1927.7181590664832
3000.202242849075,28.3,19.7,62.2,0.0,33.8,1011.7,8,1927.7181590664832
3009.3562641858307,30.9,8.6,38.8,0.0,32.0,1007.2,10,1906.0952469902911
2999.3093277703806,31.1,4.0,27.1,0.0,29.1,1005.2,10,1917.8225497804588
3025.3134432541046,29.5,16.0,48.2,0.0,34.3,1010.7,9,1907.1032381428608
2997.2899966262758,31.2,15.9,44.8,0.0,30.5,1013.2,9,1908.3488885451848
3012.113909923849,31.6,15.2,40.4,0.0,33.7,1014.4,9,1909.9911117164056
3014.025126129849,31.1,14.0,36.7,0.0,32.3,1012.1,9,1932.7055744776003
3006.932346416094,29.5,15.7,44.2,0.405,33.0,1012.3,10,1904.9503720157009
3026.7251477086666,23.6,17.5,69.5,0.0,24.8,1015.5,6,1936.2969187801853
3024.159933725853,24.9,18.1,68.3,4.8,26.0,1015.0,8,1926.4986397404264
3001.440630441129,26.4,16.6,59.3,0.0,16.8,1016.8,9,1909.730319573778
3006.080102778507,30.0,17.2,50.4,0.0,24.4,1015.4,9,1902.8262897506247
3010.7195751158843,30.0,16.2,46.3,0.0,23.8,1015.7,9,1895.922259927472
3000.8673924703235,29.8,15.5,44.1,0.0,29.4,1013.5,9,1899.7110439235305
3001.5603877256226,30.9,16.0,42.2,0.0,46.3,1010.0,9,1898.208112950618
3001.4787780746337,30.6,16.8,45.6,0.0,42.0,1007.8,9,1902.0282452151191
3000.704173168346,29.7,18.2,51.9,0.345,46.0,1008.7,9,1907.3513084525327
2973.538528865912,26.4,17.7,59.2,0.0,33.5,1016.9,6,1930.252383798833
3016.739929488319,23.1,18.7,76.6,0.834,28.1,1022.7,4,1919.5994210408585
3025.12269613448,27.1,17.8,61.0,0.09,23.5,1021.7,7,1904.275575682924
2974.354149445441,28.4,16.2,51.6,0.0,27.2,1019.2,9,1925.367178739591
3001.0608578390697,29.8,12.6,38.6,0.0,20.1,1017.2,9,1924.8389868199235
3001.0608578390697,30.6,14.2,39.0,0.0,20.4,1015.2,9,1924.8389868199235
3031.176937387129,32.0,17.2,43.9,0.0,32.2,1013.7,9,1911.726619501019
2985.0639145956884,32.9,17.2,41.7,0.0,27.6,1013.5,9,1930.945581690069
3000.41919426393,32.1,16.3,40.7,0.0,25.8,1013.1,10,1891.4414092826944
3001.069226598342,33.1,13.3,34.3,0.0,33.6,1009.8,9,1893.4659697826703
3014.731703295866,32.1,16.7,41.5,0.0,32.0,1014.6,9,1884.5180638265344
3014.5141707051725,31.6,15.6,40.8,0.0,29.0,1020.8,9,1882.6763589323848
3001.284193751367,31.3,15.6,41.2,0.0,35.0,1018.6,9,1891.807120494347
3000.1264673554165,32.4,14.3,36.4,0.0,28.9,1014.2,9,1907.1289623872567
3000.0735208358865,32.2,13.4,34.1,0.0,31.9,1014.5,9,1899.362517877336
3000.230001382498,31.8,16.1,41.1,0.621,37.1,1014.4,9,1901.725381993021
3000.43942844864,25.1,18.0,64.9,0.241,36.3,1017.5,4,1911.8546906186284
2984.2545530374928,25.6,17.1,63.0,0.0,36.1,1018.2,9,1935.2905504932207
3030.355532758393,28.4,15.4,50.1,0.193,47.4,1013.6,9,1927.3563181383088
3031.0340978731524,24.1,15.8,61.8,1.586,43.7,1016.2,8,1902.9620084204623
3029.690613054112,27.4,12.4,43.9,0.0,16.4,1018.0,9,1899.5524192606415
2981.0813727296327,28.1,13.3,42.2,0.0,18.5,1019.3,8,1913.995320170694
3020.4357718336364,29.1,12.4,40.0,0.0,19.7,1019.2,9,1912.0955895004645
2979.699065513527,29.6,12.3,37.6,0.0,22.9,1019.5,9,1930.942213281725
3005.64294234803,29.1,16.0,48.2,0.0,28.3,1021.4,10,1906.412161751254
3030.574436374073,29.8,17.3,50.5,0.0,26.6,1020.4,10,1916.3037987579544
3012.909469929294,31.2,15.0,41.7,0.0,25.9,1017.2,9,1907.5544688115904
3005.762393384477,31.6,13.3,36.7,0.0,25.7,1015.5,9,1901.563173942957
3005.762393384477,28.6,15.9,47.7,10.025,30.9,1018.3,9,1901.563173942957
2976.772586098294,27.9,15.4,50.2,0.0,27.2,1021.3,9,1924.6179942675087
2988.327109081934,28.4,12.9,40.4,0.0,16.9,1020.3,10,1929.576336126375
3028.709872823269,27.1,16.0,52.4,1.685,33.2,1019.0,8,1907.571227570381
3027.175108828895,25.3,17.5,64.4,2.241,22.2,1018.8,9,1936.1581646271047
2993.9986312690635,22.8,17.8,73.9,1.115,20.9,1019.6,5,1900.050817750383
2983.5181936093327,25.1,14.8,58.0,0.0,13.8,1020.1,9,1898.9742803170943
3005.512646026287,27.7,14.7,49.5,0.0,16.8,1022.0,9,1907.376435981524
3005.512646026287,28.4,13.3,42.7,0.0,16.4,1021.9,8,1907.376435981524
3030.02540557902,28.6,14.0,44.7,0.0,17.1,1017.8,9,1908.9487297486864
3025.559743978403,28.8,15.3,47.0,0.0,26.2,1015.1,9,1899.0665347954853
3000.1186176052865,28.5,15.3,48.2,0.0,29.9,1015.4,9,1909.7109033113384
3000.140493750532,29.4,17.3,51.2,0.0,33.7,1016.0,9,1898.4071567419223
3000.479841387756,30.6,17.7,48.9,0.0,30.0,1014.7,9,1900.5545680615744
3002.0981060777794,31.3,18.3,48.6,0.0,29.2,1014.9,9,1911.812444347366
3003.293151313851,31.7,14.9,38.6,0.0,26.0,1019.1,9,1907.444152779325
3001.757201756768,31.1,13.1,35.6,0.0,16.5,1021.5,9,1908.0638563936343
3000.327000161657,29.9,15.3,42.8,2.171,21.1,1018.9,9,1910.858569972709
3024.3809028839974,28.4,16.2,50.1,0.928,20.4,1017.9,9,1918.2811879000396
3027.965588373489,29.0,14.7,45.0,0.0,14.9,1019.1,8,1930.282286679873
3005.9993748193906,30.9,13.4,37.2,0.0,18.8,1019.5,9,1919.401069408548
3007.31700201249,32.3,10.1,28.0,0.0,16.6,1015.5,9,1928.3999996572031
3000.112521725511,33.4,10.2,26.6,0.0,26.1,1013.3,9,1918.0681547923352
3000.112521725511,30.7,15.1,40.4,0.0,27.6,1019.1,9,1918.0681547923352
2992.718499344608,30.5,16.5,46.3,0.0,24.8,1021.1,8,1909.8537525833792
3003.692866528748,32.1,14.7,38.2,0.0,31.8,1018.6,9,1944.039116064905
3002.9884007173314,31.5,15.2,39.3,0.0,27.7,1016.8,9,1939.368349532784
3002.2839349059154,31.3,15.3,40.3,0.0,27.9,1017.2,9,1934.6975830006616
3017.425978085623,31.7,15.7,40.1,0.0,31.9,1016.5,9,1917.79827218116
3005.087500773047,32.5,14.9,36.4,0.203,27.3,1015.7,8,1936.343988558301
2998.7663315045656,32.5,14.0,34.1,0.0,25.2,1016.9,9,1933.3220635651996
3008.722622216393,32.3,13.7,34.0,0.0,19.6,1017.7,9,1903.6759581003823
3001.671803867372,32.1,12.3,32.1,0.0,20.4,1018.4,9,1903.2535467244008
3000.1694170876294,32.1,10.8,29.7,0.0,19.8,1019.2,9,1910.225143652184
3000.1746188327447,32.4,10.6,28.5,0.0,24.5,1019.6,9,1910.734140332612
3000.1833822241547,33.3,7.4,22.2,0.0,29.0,1018.2,9,1910.8205385708384
3000.6449720536352,34.0,6.3,19.9,0.0,29.3,1016.2,9,1917.757826848038
3001.103000236821,34.4,10.6,25.2,0.0,30.1,1017.3,9,1925.1177135674388
2993.003177942975,32.2,15.5,39.0,0.0,41.7,1019.0,9,1921.4151012343248
3000.9309812189163,30.7,14.4,38.3,0.0,24.9,1020.7,9,1904.5891898782943
3000.9309812189163,29.5,13.9,39.8,0.0,21.5,1021.5,9,1904.5891898782943
2972.368489829876,27.6,14.7,48.2,0.0,23.0,1020.6,8,1933.2269320481255
2996.971079064217,26.7,16.7,55.2,1.163,25.6,1019.2,9,1899.993943674279
3021.149291537326,27.1,17.1,56.7,0.038,20.0,1017.8,8,1900.8671412437773
2984.2370723272834,26.0,17.9,62.9,34.511,34.8,1019.4,8,1913.1529150554932
3021.885984190472,24.9,17.9,67.9,0.0,18.9,1020.3,8,1933.731755692036
3022.123144203797,24.5,18.9,72.1,3.852,32.0,1020.1,7,1904.701591190864
2979.715533841495,20.6,19.3,92.3,64.107,37.2,1020.5,1,1927.042192188273
3024.1076454038785,18.8,17.9,94.5,23.787,34.4,1020.7,4,1926.1268381042955
2989.4620994833595,21.5,19.1,86.7,0.524,14.7,1022.0,6,1924.5270067777967
3000.151335735863,23.3,18.8,77.3,0.0,16.7,1023.1,8,1910.2904172254505
3013.441685569139,23.5,17.6,71.2,0.161,25.5,1023.0,8,1900.563587544327
3024.6625636698486,23.6,13.1,55.3,0.0,18.8,1022.7,9,1916.109345245564
3005.3966072951152,22.7,11.5,51.6,0.0,19.0,1021.6,9,1899.940857035756
3005.456482798963,22.1,8.6,46.0,0.0,16.3,1021.3,9,1927.025186144794
3007.105831320326,21.8,4.7,37.3,0.0,15.1,1017.6,9,1911.148791142397
2994.4689760967667,23.1,7.4,38.9,0.0,15.2,1014.1,9,1929.31549870698
2985.235763574501,25.1,13.4,50.3,0.0,22.7,1012.2,8,1931.3877806242208
2972.4034894489537,27.8,13.9,46.5,0.0,25.8,1012.5,9,1917.7005663636749
2998.4790020733235,27.9,16.8,52.5,0.0,29.2,1014.1,7,1923.009403939608
3016.749196960496,26.8,16.6,57.0,0.0,20.5,1011.4,8,1920.564617617865
