aerosol_height (m),temp (°C),dew (°C),humidity (%),precip (mm),windspeed (km/h),sealevelpressure (mb),UVindex,CH4(ppb)
3000.214475368003,23.9,15.5,60.2,2.108,43.4,1014.5,8,1900.898407659921
2986.290265988263,27.5,13.7,47.4,0.0,18.3,1017.1,10,1921.4222339920395
2982.8685405937385,28.3,13.1,41.5,0.0,26.1,1019.0,8,1895.708541169128
2978.7083195864548,29.1,12.5,40.6,0.0,21.3,1019.0,10,1901.4471386675968
2986.693633549902,29.6,12.4,38.1,0.0,24.1,1019.2,10,1911.877556461628
3000.1399634893087,28.6,15.9,49.0,0.0,26.8,1021.0,9,1896.702673777695
3024.335332489921,28.9,17.4,53.4,0.0,32.4,1020.2,10,1908.5461521907007
3017.269372777986,30.6,15.4,44.4,0.0,27.5,1016.4,10,1901.1876076519136
3017.269372777986,30.9,14.0,39.5,0.0,23.1,1013.7,10,1901.1876076519136
3024.744729056168,29.2,15.3,44.7,0.172,35.7,1016.1,10,1896.9251063367485
3030.649029596096,27.6,16.7,53.9,0.0,26.3,1019.6,9,1906.1325476766376
3027.9535991647454,28.9,12.4,38.5,0.0,17.6,1018.5,10,1904.48857919232
3027.386804225488,27.9,15.2,47.3,9.422,32.6,1017.0,9,1928.6686703407763
3025.4801125866625,24.8,17.2,64.1,1.89,40.5,1017.3,10,1916.682535609674
2977.85547274924,21.4,17.9,81.0,5.535,18.2,1018.4,3,1902.1791829006452
3021.495823677839,24.2,15.8,64.1,0.0,14.2,1018.9,9,1909.160636310113
3004.890385741696,27.4,15.3,52.4,0.0,15.5,1020.4,8,1901.5854695268736
3021.4233483248954,28.5,14.2,44.3,0.0,16.7,1020.1,10,1924.715853360592
3011.607429618766,28.4,12.9,40.6,0.0,17.7,1015.9,9,1909.544781924907
3007.0507184008243,28.7,14.9,46.0,0.0,26.2,1013.0,9,1911.091966955784
3003.66080589597,28.0,16.1,51.5,0.0,30.0,1013.4,9,1910.8845455333253
3000.143064346481,28.9,17.7,53.6,0.0,31.3,1013.9,10,1907.716830437419
3000.3464825162173,30.1,18.1,51.3,0.0,29.7,1012.6,9,1906.32196496187
3001.498487056383,30.8,19.1,51.6,0.0,30.4,1012.3,9,1917.0860998139403
3002.319244382177,31.4,15.6,40.1,0.0,26.4,1016.8,9,1926.2848064681104
3011.744847352486,30.7,13.8,37.7,0.0,17.8,1019.3,10,1907.990464515476
2975.681407138377,29.8,15.0,41.5,0.156,28.3,1016.9,8,1928.1445080277128
3007.500020094081,28.6,16.1,48.5,0.0,22.6,1015.8,9,1912.4766973481885
3007.500020094081,28.6,15.3,47.1,0.0,17.7,1017.1,9,1912.4766973481885
3001.092008340492,30.7,13.8,38.6,0.0,15.6,1017.5,10,1946.7972063101413
3001.092008340492,32.4,10.7,28.5,0.0,18.8,1013.6,10,1946.7972063101413
3000.112124215298,33.4,9.5,24.8,0.0,24.8,1010.8,9,1981.9286060646525
3000.112124215298,31.0,14.6,38.5,0.0,25.1,1016.3,9,1981.9286060646525
3000.0722916830323,30.6,15.6,43.2,0.0,25.8,1018.6,9,1910.297676875046
3001.9094213483804,31.5,14.9,39.3,0.0,31.2,1016.2,9,1916.452060848604
3003.541732860093,31.2,14.9,39.4,0.0,30.3,1014.3,9,1917.5996867271165
3003.3369147064573,30.7,15.5,42.0,0.0,30.3,1014.8,10,1912.5929286320704
2974.335380270305,31.2,15.8,41.0,0.0,29.2,1014.1,9,1917.5931552935856
2975.401582008494,32.3,14.8,36.3,0.0,27.0,1013.3,9,1905.931024275944
3001.0872246835206,32.2,14.0,34.4,0.0,26.5,1014.5,9,1915.0018196768128
3001.0872246835206,32.1,14.6,36.0,0.0,25.0,1015.4,10,1915.0018196768128
3020.267740239513,31.6,13.1,34.1,0.0,20.5,1016.2,9,1931.731173823317
3000.123485451106,31.6,11.7,31.6,0.0,18.5,1016.9,9,1908.398805298988
3009.2183179377084,32.2,11.5,30.0,0.0,24.2,1017.5,9,1890.876856458523
3009.22913621626,33.6,8.5,22.9,0.0,28.7,1016.0,9,1889.226298790391
3000.145122008208,34.7,7.5,19.9,0.0,26.2,1013.9,9,1905.097689962723
2998.7141198861764,34.1,10.3,25.0,0.0,29.5,1015.0,9,1905.5248754531665
3000.134519944938,32.4,14.7,36.8,0.09,29.7,1016.7,9,1913.6849334194349
3000.231863302642,30.6,14.4,38.5,0.0,24.7,1018.2,9,1920.4750418016529
3000.3292066603462,29.5,14.5,41.3,0.0,24.6,1019.1,9,1927.265150183871
3023.976137525106,27.9,13.9,44.1,0.0,21.7,1016.8,8,1911.099390841672
2984.118236035838,27.0,16.5,54.1,0.0,27.4,1016.9,8,1928.3529651883755
3024.305711301517,26.0,17.8,62.5,0.396,35.5,1015.7,9,1910.23971271818
3031.5132324409788,24.4,18.5,72.4,25.012,25.4,1017.7,8,1927.8716202335136
2979.915518708536,24.3,17.9,69.9,0.0,21.7,1018.8,8,1910.3811318276355
2988.9531308133005,25.0,18.0,67.0,0.239,30.1,1018.1,8,1930.258752790029
3011.151361843024,20.1,18.8,92.1,39.577,40.4,1019.0,2,1929.8555173754648
2986.82029977929,18.7,17.7,93.9,4.351,27.7,1019.4,3,1915.9168727955805
2981.7798748366504,21.2,18.9,87.7,2.173,15.4,1020.6,5,1914.9472432734724
3019.975837042877,23.4,18.5,75.7,0.0,15.4,1021.3,7,1898.7241689965365
3020.77888156424,23.4,17.1,69.6,0.0,24.0,1021.5,8,1918.412508326713
2984.949710407613,23.4,13.6,58.7,0.0,16.4,1021.0,9,1925.9356057953964
2995.5798214818087,23.1,11.2,49.6,0.0,17.6,1019.8,9,1906.551295966373
2984.620832035326,22.5,9.3,46.3,0.0,14.6,1019.5,9,1923.036846125375
2995.794421090197,22.2,4.3,34.4,0.0,15.9,1015.8,9,1931.7203238856164
3004.6639731618843,23.4,6.9,36.6,0.0,15.5,1012.5,9,1918.694851290164
2986.629194377155,25.3,11.6,44.2,0.0,23.7,1009.8,8,1909.2210657239816
3006.116703537853,28.1,11.9,42.6,0.0,25.5,1010.4,9,1928.6033823589369
2982.197856606498,27.7,16.0,50.4,0.0,31.1,1011.9,7,1922.7843258470543
3029.0612341533088,27.0,15.8,54.3,0.0,22.3,1010.9,9,1929.496923050228
