aerosol_height (m),temp (°C),dew (°C),humidity (%),precip (mm),windspeed (km/h),sealevelpressure (mb),UVindex,CH4(ppb)
3000.846977791453,21.7,-6.2,16.3,0.0,49.4,1007.8,9,1919.2418092742496
3003.060603498059,20.3,-0.8,28.1,0.0,49.5,1005.5,10,1899.4719948821084
3002.4885553071763,16.4,-15.3,11.5,0.0,36.6,1011.4,10,1894.2960982784643
3001.916507116293,17.9,-7.6,18.0,0.0,17.8,1006.0,8,1889.12020167482
3005.978469648037,15.2,5.3,52.2,0.0,42.6,1007.0,5,1910.2654002505192
3001.348789217281,14.3,0.4,45.1,0.0,25.8,1014.3,10,1896.7510581966728
3001.681764801406,17.5,-3.2,27.3,0.0,28.5,1016.5,10,1904.21326158572
3002.0147403855312,21.5,-4.0,19.3,0.0,49.2,1015.3,9,1911.675464974766
3000.041342326693,24.0,-1.0,22.3,0.0,23.4,1013.1,10,1905.7140050760984
3000.041342326693,25.5,3.5,31.1,0.0,29.2,1010.1,9,1905.7140050760984
3010.5830263376947,26.0,-0.6,27.1,0.0,34.9,1003.6,10,1919.3451086777627
2978.673223208597,23.4,-12.5,8.8,0.0,26.4,1007.5,10,1912.3175274232951
3000.494749678292,24.0,-12.8,8.8,0.0,35.1,1009.2,10,1921.4571112626268
3000.228392113466,23.1,-4.1,18.5,0.0,31.3,1010.0,10,1926.6580043721303
2999.96203454864,16.3,6.3,52.1,0.0,33.8,1015.7,5,1931.8588974816344
3013.339881750576,13.0,8.1,73.4,3.768,33.0,1018.3,5,1897.6772032995616
3027.0927951598705,11.4,6.4,73.5,0.0,23.6,1024.6,6,1915.5929751313415
3000.612948250861,18.6,8.2,53.3,0.0,27.7,1018.6,10,1911.2284127278413
3000.612948250861,22.9,8.7,47.7,0.0,32.9,1011.0,10,1911.2284127278413
3015.300899139065,24.6,12.4,52.1,0.0,36.6,1010.2,9,1913.6177696404188
3000.659251952548,26.7,10.4,47.2,0.0,50.0,1004.5,10,1863.97549282892
3002.026277947972,24.7,-6.9,12.7,0.0,40.2,1003.0,10,1877.3736945248545
3001.825228334523,22.8,-5.8,15.3,0.0,39.0,1001.7,10,1889.0931392733028
3000.63204907156,20.7,-4.9,18.8,0.0,25.5,1007.5,10,1903.16754857162
3000.510767172668,22.7,-4.9,16.7,0.0,14.8,1008.5,10,1916.0509127050143
3000.4788589083846,26.0,3.2,29.0,0.0,35.0,1005.8,10,1910.6115970666488
3000.943128888904,26.2,12.2,47.3,0.0,44.4,1002.6,10,1908.042083540692
3002.1229816844584,24.9,1.7,37.8,0.0,28.6,1003.5,10,1897.5691319328107
3001.268336252517,25.1,2.3,34.6,0.0,39.2,1004.8,10,1910.4892443553404
3000.413690820576,22.3,15.5,66.9,6.706,47.9,1006.6,8,1923.4093567778696
2993.5663420209776,20.8,15.5,72.8,0.0,47.5,1008.8,8,1900.059780968885
3000.5256621511307,26.7,4.8,41.9,0.0,52.2,1002.7,10,1894.26711362048
2999.525198234937,26.3,-5.7,13.1,0.0,41.9,1002.8,10,1894.366135502722
2998.935888072117,27.4,-6.2,11.2,0.0,41.5,1000.1,10,1891.7219582948733
2999.694762296812,26.3,-4.1,14.9,0.0,37.3,1004.3,10,1902.171934181593
3000.042482768132,21.1,9.5,48.9,0.0,38.8,1013.1,9,1915.365109158404
2992.7069046708284,20.4,11.2,56.4,0.0,31.6,1010.5,7,1908.84815826606
3004.607157192217,23.9,6.0,47.7,0.0,42.0,1005.0,10,1915.864977135824
3004.607157192217,23.4,0.1,24.7,0.0,21.7,1006.9,10,1915.864977135824
3014.012133740722,26.7,0.1,23.0,0.0,22.0,1005.7,10,1926.3735053215823
2999.5868110786205,28.9,7.1,28.3,0.0,35.9,1001.5,10,1910.5309321104555
2999.5868110786205,23.0,12.3,52.2,0.0,54.1,1003.4,7,1910.5309321104555
2999.8957903630057,21.6,7.0,46.9,0.0,21.1,1007.6,10,1920.780061918448
3001.062308036191,28.0,0.5,23.0,0.0,21.7,1006.5,10,1915.1390243267376
3001.251583558904,30.5,-2.5,14.0,0.0,36.5,1005.7,10,1914.588671483524
3000.2743414084307,30.1,-1.6,18.2,0.0,26.9,1004.0,10,1919.6793562320192
2991.929891584901,29.1,2.0,20.3,0.0,27.4,1004.5,10,1899.5691587034164
3000.377627195164,26.9,2.6,22.7,0.0,38.9,1005.9,10,1924.567749792636
3002.0194895222608,28.4,-1.6,31.7,0.0,41.6,1004.7,10,1905.646796084972
3001.468298645764,28.2,-15.7,5.0,0.0,23.0,1004.6,10,1899.850047004336
2995.1679523308367,29.1,-5.5,15.1,0.0,35.3,1003.7,10,1893.618952892263
2995.564719874109,29.8,-11.2,6.8,0.0,36.2,1006.6,10,1895.893920227968
3000.1518496148897,30.2,-9.2,7.9,0.0,25.7,1009.0,10,1904.180229201041
3000.234918701065,29.9,7.0,29.0,0.0,44.5,1010.1,10,1890.8362720993105
3006.752205126064,25.8,14.7,52.5,0.0,40.0,1012.5,10,1897.1179274806475
3007.4925149063374,30.1,12.2,42.0,0.0,35.5,1006.4,10,1895.923438335332
3006.2009602533944,28.0,16.6,54.1,0.0,38.6,1007.1,10,1903.4774680370983
3002.284504959861,26.1,15.7,53.5,0.016,58.1,1009.4,9,1914.692176041026
3000.579024185105,28.7,14.9,47.3,0.0,33.7,1005.8,10,1903.2036845054613
3000.758134270668,29.9,1.7,32.9,0.0,38.2,1002.4,10,1889.2490038130504
2978.8651844756123,31.6,-7.2,8.3,0.0,32.0,1000.6,10,1909.9323480440128
3002.25286485971,31.0,9.7,30.5,0.0,27.2,1004.6,10,1921.93977456197
3001.548049930365,32.3,15.1,39.0,0.0,33.1,1006.5,10,1906.685909546076
2999.827229755578,33.0,14.9,37.6,0.0,38.4,1007.5,9,1905.7178024790808
2998.811224510137,32.9,11.8,30.6,0.0,41.5,1005.1,9,1920.0035604279808
2987.219037074877,30.2,14.0,40.0,2.39,46.7,1005.3,9,1914.741682179528
2994.5431035018123,25.6,16.1,59.3,0.0,18.6,1010.6,9,1922.4719544764653
2981.3892147974366,28.5,15.4,49.7,0.0,33.0,1009.0,10,1927.6686892827963
3000.123395929634,30.0,16.1,47.0,0.0,27.6,1010.9,10,1911.8487154868903
3000.9400190689594,32.2,14.8,38.1,0.0,33.0,1008.8,10,1899.7428172615068
3004.101565183732,31.8,14.0,36.4,0.0,36.2,1008.8,10,1887.599175603688
3006.827012879897,32.3,15.2,37.3,0.0,44.1,1005.9,9,1890.108297455405
3003.913020213883,32.5,14.8,36.7,0.0,42.4,1002.5,10,1892.25539910342
3000.2871857804794,32.6,15.2,37.4,0.0,55.4,999.9,10,1900.874703634659
2997.953805504461,31.6,16.8,44.3,0.0,52.2,1001.4,10,1892.4434947101508
2995.951742275113,29.0,17.4,50.7,0.0,49.5,1009.0,9,1874.9932176182665
3006.268299685267,25.0,17.6,64.4,0.431,37.3,1016.9,6,1915.47078492909
3017.7712392844246,26.9,18.0,61.9,0.016,36.6,1016.2,9,1902.9519508760688
3000.02768253213,28.6,16.1,51.1,0.0,30.9,1013.6,10,1898.1652853198973
3000.0593055474974,29.7,13.1,40.3,0.0,29.3,1011.5,10,1908.03668418221
3000.0909285628645,31.0,15.0,40.4,0.0,36.8,1009.1,10,1917.9080830445223
3020.84002794097,32.9,17.3,42.8,0.0,36.5,1007.0,9,1894.8443605382076
3029.0056911508404,33.5,17.3,41.7,0.0,38.6,1007.1,9,1896.8588990594772
3027.661019368852,32.0,16.6,42.3,0.0,38.7,1007.1,10,1904.2725137197085
3000.1089896259487,33.3,15.0,36.3,0.0,44.1,1003.3,9,1913.007163514432
3000.1276561485147,32.4,16.7,41.0,0.0,40.0,1007.6,10,1896.877820139607
3004.390433971352,31.4,17.1,44.8,0.0,44.0,1014.1,9,1884.7032863759089
3004.339000814304,31.5,16.3,42.4,0.0,41.9,1012.0,10,1895.0479501385755
3000.5038928542253,32.5,14.9,37.7,0.0,41.7,1007.8,9,1893.0929437582145
3003.833111530512,32.8,14.2,33.9,0.0,39.6,1008.0,10,1884.680649615802
3003.0168738652283,31.3,16.8,43.6,0.0,33.5,1009.1,10,1890.2432857556807
2999.331854020899,27.3,18.1,58.8,0.0,37.4,1013.1,9,1895.8733555060733
3004.664376732132,28.2,17.3,54.3,0.0,30.8,1012.7,9,1908.4499094207508
3004.664376732132,31.8,14.3,39.3,0.0,39.6,1006.8,10,1908.4499094207508
3001.5039390425723,26.5,14.4,48.6,0.0,41.5,1010.7,8,1908.7267253010705
3001.5039390425723,29.6,14.0,41.6,0.5,20.5,1014.9,9,1908.7267253010705
2985.34058104588,29.6,12.9,39.1,0.0,24.1,1018.4,9,1904.9792319414396
3000.4670240333357,29.6,12.0,38.0,0.0,24.1,1018.4,9,1921.4459741828464
3015.9038408744364,29.4,11.4,37.0,0.0,37.1,1019.0,10,1925.276612484234
3039.747065396588,29.0,15.7,47.5,0.0,37.1,1020.3,10,1867.9124725651284
3039.747065396588,29.7,15.9,47.4,0.0,29.5,1019.5,10,1867.9124725651284
3024.68405598916,31.0,14.3,40.2,0.0,28.8,1014.6,10,1895.8440772252368
3005.044688241174,31.4,13.1,35.9,0.0,27.1,1009.6,10,1892.1054753049225
3003.026172350665,31.3,13.4,36.7,0.0,43.6,1011.7,9,1896.855552381383
3001.007656460157,27.2,17.2,55.2,0.2,33.5,1019.2,6,1901.605629457844
2988.4046356571416,27.5,14.9,53.1,0.0,22.0,1018.3,9,1903.4921007972664
2982.6745978173994,29.4,13.3,39.0,0.0,33.6,1013.0,9,1892.2162854015853
2972.8008701189456,26.6,16.5,54.7,1.518,33.1,1014.2,4,1892.1907901367904
2986.921191729024,22.6,18.4,78.2,2.639,24.2,1016.3,7,1910.926562441043
3031.433454054494,24.7,15.8,62.9,0.0,15.6,1016.4,9,1909.9990618909983
3002.244590841952,28.0,14.1,46.5,0.0,20.1,1017.4,9,1954.047822453347
3002.244590841952,29.2,13.3,40.2,0.0,18.0,1016.4,9,1954.047822453347
3013.0136483269707,29.5,12.0,36.3,0.0,23.8,1012.2,9,1930.05540108662
3013.0136483269707,30.2,13.0,38.2,0.0,36.6,1008.9,8,1930.05540108662
3000.2292800571167,30.1,16.1,46.0,0.0,35.4,1008.8,9,1900.8495760595144
3000.21154059268,31.0,17.0,46.3,0.0,36.7,1009.2,9,1900.6630185425995
3000.25962081527,32.2,16.8,44.0,0.0,33.3,1008.0,9,1900.9772944683664
3004.108631005516,30.6,18.6,51.3,1.0,51.8,1009.9,9,1895.9440139904063
3007.567114321529,30.3,16.1,48.1,0.0,27.7,1018.1,9,1891.6589420141863
3003.710713209047,31.3,13.2,36.0,0.0,27.7,1017.8,9,1895.3694218304724
3000.17901928377,30.6,13.5,36.4,0.0,44.6,1014.7,7,1897.8308597023367
2973.977743321609,29.8,15.3,43.4,0.016,36.0,1012.5,9,1904.4208946218976
3007.7841893317877,28.7,15.1,46.6,0.0,22.3,1016.5,10,1906.7590878593132
3004.67263265609,30.5,13.1,38.7,0.0,18.4,1018.5,9,1912.827973364884
3002.917894705447,32.1,9.0,26.9,0.0,18.4,1010.6,9,1922.361993510527
3001.163156754804,33.3,7.5,21.9,0.0,26.0,1007.2,9,1931.89601365617
2978.852787533881,32.3,13.0,32.3,0.0,29.6,1012.2,9,1922.0406827656864
3029.324098327766,31.8,12.9,34.0,0.0,35.1,1014.6,9,1902.391039686552
3001.444859273766,32.5,12.5,32.7,0.0,37.6,1012.3,9,1919.5276595046569
3001.444859273766,32.5,13.7,34.2,0.0,36.8,1010.2,9,1919.5276595046569
2981.0145102029105,32.0,14.2,36.0,0.0,34.3,1010.4,9,1895.717607994911
2998.727667870304,31.5,14.8,37.9,0.552,30.7,1010.2,9,1927.2469180141304
2999.2930728323863,31.4,15.6,41.4,1.676,24.8,1009.9,9,1896.0098880305984
3000.7112254734952,32.1,13.6,34.4,0.0,32.2,1011.0,9,1889.026354293901
3002.129378114604,32.2,13.9,35.0,0.0,30.6,1011.8,9,1882.042820557204
3000.283958733392,31.8,13.1,33.8,0.0,26.0,1012.6,9,1893.2703467292683
3000.181448994035,31.8,11.7,31.4,0.0,22.2,1013.4,9,1891.4522724409264
3000.0789392546776,31.7,10.7,29.9,0.0,24.3,1013.7,9,1889.6341981525843
2999.903096448141,33.7,8.7,23.3,0.0,27.7,1012.1,10,1909.3396792471765
2999.903096448141,34.0,7.9,21.1,0.0,25.1,1010.3,9,1909.3396792471765
2994.877937381366,33.9,8.2,22.5,0.0,33.4,1011.3,9,1924.902769854672
3000.003868139728,33.7,12.0,28.8,0.0,39.7,1012.5,9,1901.6313305555248
3000.0415410573123,31.4,13.5,34.9,0.0,33.4,1014.4,9,1905.721312142301
3000.079213974896,29.9,14.5,40.2,0.0,28.8,1015.4,8,1909.8112937290764
2989.029035148749,29.0,13.5,41.0,0.0,23.4,1014.7,8,1923.063871514376
2994.716198163069,28.7,15.3,47.1,0.0,37.2,1013.2,8,1905.442210644116
3000.367248011736,26.5,17.9,61.4,1.471,36.7,1012.2,9,1946.7188799491712
3000.367248011736,25.9,17.2,60.7,0.908,32.5,1014.6,8,1946.7188799491712
2989.941614788505,24.5,18.1,68.3,6.234,20.8,1016.4,8,1912.324673126917
3023.548459936607,24.3,18.1,70.4,0.749,27.9,1015.8,6,1926.9423329957224
3000.3152149884327,21.0,18.3,85.0,15.878,41.7,1017.2,4,1910.2651588225667
2993.432297322777,19.7,17.6,88.2,10.857,28.5,1017.6,2,1909.976110127901
3029.698672817759,22.2,19.0,83.0,2.142,14.7,1018.1,6,1922.2627178631956
2975.6865676853854,24.3,18.4,72.3,0.0,15.6,1018.8,9,1900.4214011234328
3025.390726211798,25.1,16.3,61.3,0.0,25.6,1019.0,8,1923.6763456928888
3026.5829059988487,24.9,13.7,54.6,0.0,23.4,1018.0,8,1905.6400552775312
3026.7018656511427,23.8,9.8,45.1,0.0,18.4,1017.0,9,1922.054962471312
3010.2583349153897,23.5,9.4,44.7,0.0,23.6,1016.5,9,1925.142957865414
2987.4007389186586,23.4,4.1,31.9,0.0,18.4,1012.9,9,1919.23381222288
3016.3229978060176,24.2,6.7,34.4,0.0,21.9,1009.5,9,1891.5975627052733
3017.606545592697,27.2,10.8,38.3,0.0,26.8,1006.0,9,1909.5237979890476
3024.774602908528,29.6,10.6,36.7,0.0,27.6,1006.8,9,1918.0920897958404
2990.962152120196,29.2,15.0,44.1,0.0,28.7,1007.9,7,1919.8069738146112
3009.497441678021,27.8,14.7,49.1,0.0,29.5,1009.8,9,1889.9837025707088
