aerosol_height (m),temp (°C),dew (°C),humidity (%),precip (mm),windspeed (km/h),sealevelpressure (mb),UVindex,CH4(ppb)
3001.3444888792023,18.7,3.5,41.6,0.0,27.3,1004.1,7,1902.1367063077
3029.495103947353,10.8,-0.1,50.0,0.0,34.9,1011.8,8,1927.7421796301985
3000.636229226848,6.7,-2.0,55.2,0.0,25.5,1023.4,8,1931.620867510203
3000.636229226848,9.9,-1.9,46.3,0.0,19.9,1022.0,8,1931.620867510203
2979.9502065344595,14.3,-0.2,41.7,0.0,23.0,1017.6,8,1931.1633683505972
3020.0745830610194,18.6,2.1,43.7,0.0,25.0,1011.8,8,1907.0948657331544
3000.698668372633,19.7,-1.4,35.7,0.0,40.7,1005.9,8,1898.905704579464
3001.7014337780347,18.2,-3.2,25.2,0.0,24.7,1006.7,9,1890.3035402919484
3002.704199183436,10.3,5.6,76.6,10.406,42.2,1016.3,3,1881.701376004433
3005.151041101325,9.8,8.9,94.2,1.401,22.4,1016.0,2,1923.1682220368211
3008.3650705606283,10.1,9.2,94.6,0.501,26.5,1016.4,2,1905.3351344408552
3006.7767010764483,11.5,3.4,60.9,0.0,20.2,1022.8,8,1910.024259688305
3001.8827752831826,12.9,4.2,56.8,0.0,23.9,1018.8,8,1911.959029603727
3001.8827752831826,14.8,5.9,58.3,0.609,26.7,1013.3,8,1911.959029603727
2979.980411589887,15.3,8.9,70.0,1.109,27.6,1010.9,9,1912.945854876488
3000.2647601813032,16.6,3.2,48.8,0.0,24.1,1012.4,9,1908.364160154983
3000.2647601813032,16.3,5.6,53.4,0.0,39.4,1013.6,7,1908.364160154983
3022.3270467423067,18.1,3.2,43.2,0.0,54.4,998.2,8,1926.9029131046964
3013.642002457464,13.0,-3.6,32.3,0.119,43.9,1000.1,9,1930.4424666222355
2997.042041775703,9.0,-3.6,44.0,0.0,31.5,1010.7,9,1901.0822833855707
3023.130360868414,12.9,-5.1,32.9,0.0,31.0,1015.1,9,1909.7079760863164
3000.2768599486653,14.9,-3.5,38.3,0.0,31.5,1017.7,9,1911.9168395012427
3000.2768599486653,20.1,3.2,37.0,0.0,32.2,1009.1,5,1911.9168395012427
2982.1852514499237,21.5,4.2,41.4,0.0,25.6,1009.0,8,1908.877690818092
2975.7908569090505,21.6,10.8,56.5,0.0,26.2,1005.1,5,1918.734954768726
3019.873368291696,20.3,7.2,46.4,0.0,61.1,1003.5,6,1915.111882366895
3000.028519574245,13.3,-2.4,36.0,0.0,34.6,1014.5,9,1920.7261961516908
3000.0275056771416,15.4,-4.2,29.6,0.0,20.0,1016.4,9,1934.101998719832
3000.1015273763405,19.3,-6.3,20.2,0.0,19.3,1012.8,9,1939.6951241387649
3000.176562972643,21.4,-5.3,17.2,0.0,45.9,1009.8,9,1931.9124469895564
2987.962290756049,21.0,1.3,32.6,0.0,48.8,1006.1,9,1908.1886794525624
3001.4873006601324,15.9,-14.0,13.4,0.0,27.3,1011.7,10,1896.0679999041472
3001.4873006601324,18.7,0.5,30.5,0.0,31.1,1007.1,7,1896.0679999041472
3026.415756485317,12.1,5.7,65.4,0.0,37.4,1007.8,5,1912.3407162001836
3006.0757770230152,13.4,1.9,52.3,0.0,39.4,1014.4,9,1909.3798563193395
3006.0757770230152,16.7,-1.9,32.0,0.0,19.3,1017.8,9,1909.3798563193395
2984.6814507461418,20.5,-3.0,22.0,0.0,40.0,1017.3,9,1906.505107591744
3000.0382517667003,23.3,0.9,24.9,0.0,27.4,1014.6,9,1903.8614203924164
3000.082371462012,25.5,4.6,33.2,0.0,23.0,1011.1,10,1907.6898938221952
3000.126491157323,26.2,8.4,39.8,0.0,31.7,1004.6,6,1911.5183672519736
2982.048587512879,22.5,-10.3,12.4,0.0,26.6,1008.5,10,1897.0586195219048
3011.80726030343,23.5,-9.7,11.1,0.0,25.1,1010.3,9,1918.419802077528
3000.0430393300103,23.3,7.3,44.2,0.0,31.3,1011.2,10,1925.240877618684
3000.0430393300103,14.2,5.7,56.9,0.0,35.3,1017.2,5,1925.240877618684
3009.95105801408,10.6,7.8,84.2,16.349,33.1,1019.2,3,1901.7296001195973
3005.704344091862,10.1,5.8,76.1,0.0,26.2,1025.5,6,1916.875661086803
3001.319964882969,16.5,7.8,58.4,0.0,32.1,1018.4,9,1917.7751093480128
3000.9331289776,21.9,10.1,52.6,0.221,28.4,1011.2,9,1919.2842715263537
3000.5462930722306,23.6,14.7,60.9,0.0,29.7,1012.0,9,1920.7934337046945
3031.3927616893725,24.6,16.0,60.8,0.0,43.8,1006.7,9,1906.234167245232
3016.0873178900883,23.6,-0.5,27.1,0.0,40.2,1004.1,10,1894.2047130951653
3016.0873178900883,24.0,1.4,28.8,0.0,44.5,1002.2,9,1894.2047130951653
3000.142447500864,20.4,-2.3,23.0,0.0,21.5,1008.1,10,1931.454715879267
3000.08426506447,22.5,-2.7,20.9,0.0,19.3,1009.4,10,1936.437043545548
3000.026082628076,25.4,10.4,42.6,0.0,34.6,1007.2,10,1941.4193712118283
3008.5546077072545,25.0,17.2,63.3,0.0,39.5,1004.3,9,1916.7639231715368
3001.942412176513,25.9,6.7,43.7,0.0,24.8,1004.3,10,1932.405853860618
3001.942412176513,24.6,13.1,54.3,0.0,41.1,1006.4,9,1932.405853860618
2981.0901144202167,20.6,16.1,75.9,4.797,43.1,1008.8,4,1926.2005463553064
3027.307767049857,19.0,15.6,81.4,0.0,29.0,1010.6,6,1896.9685606072417
3000.2146962268293,25.7,7.7,46.8,0.0,40.3,1004.0,10,1909.4333767969808
3001.0373116807923,24.7,-3.9,17.0,0.0,37.4,1004.1,10,1910.0707175214784
3001.0268333152435,26.8,-4.0,14.1,0.0,35.1,1001.0,10,1906.168832305109
3000.1469020246614,25.0,0.4,22.4,0.0,36.8,1005.7,10,1906.4547821958563
3000.1000645535914,20.0,8.5,48.7,0.0,32.9,1014.7,6,1911.2799580274711
2984.366971094726,18.0,11.1,66.2,3.98,28.8,1012.7,3,1913.5613255681528
3005.7020570240866,22.2,10.2,59.4,0.221,30.6,1006.4,9,1894.3574362598356
2989.0569485645465,22.5,7.9,48.3,0.0,23.9,1007.8,10,1922.5717133610567
3019.754006416719,25.2,6.3,34.6,0.0,27.3,1007.7,10,1897.9032610567988
3014.989187623358,27.2,9.3,34.0,0.0,35.5,1003.9,8,1923.702712054806
3016.6371257932624,21.1,12.8,60.7,14.407,63.8,1004.8,8,1899.6933837189572
3020.838738040585,19.7,11.1,63.3,0.0,16.9,1009.0,10,1915.3817607606284
3001.41642491218,26.9,6.3,34.1,0.0,19.9,1008.1,10,1938.483781380152
3001.41642491218,30.1,7.2,27.0,0.0,34.0,1007.2,10,1938.483781380152
2999.9567729907844,30.2,5.1,25.7,0.0,22.3,1005.3,10,1913.5890685333104
2999.9567729907844,28.7,6.6,29.7,0.0,28.9,1005.6,9,1913.5890685333104
2974.228205397122,27.1,11.7,42.5,0.0,26.2,1006.7,9,1927.520433745697
3003.182385678805,27.8,4.0,41.2,0.0,31.7,1005.5,10,1905.903998411329
3001.2090023835945,27.0,-4.4,13.8,0.0,23.9,1005.9,10,1920.3205608574256
2999.3004325488428,28.3,2.0,27.3,0.0,37.1,1004.8,10,1907.0066266747608
2999.7242854710057,29.6,-7.0,9.1,0.0,26.8,1006.0,10,1892.9621708454488
3000.613762143458,28.4,-5.3,12.8,0.0,30.6,1010.0,10,1907.7098371516647
3001.144199354206,28.6,12.4,38.4,0.0,47.2,1010.4,9,1908.7714626584311
2996.755933766537,24.6,15.5,58.3,0.0,35.3,1014.6,10,1898.9811369917431
2978.944646430173,26.3,18.3,62.5,6.805,39.9,1009.0,10,1906.9952402328845
2993.7244949228143,24.6,17.1,64.8,0.0,31.5,1009.9,9,1905.543350379264
3000.726589196637,24.8,16.2,60.0,0.0,33.0,1011.7,10,1909.791621210033
3013.350748919226,27.6,17.9,56.8,0.0,35.2,1007.6,10,1886.659179458738
3025.9749086418155,30.6,5.7,37.7,0.0,31.6,1003.5,9,1863.5267377074424
2978.0266190868056,31.1,1.0,21.6,0.0,28.9,1002.3,10,1902.121259906271
3000.5110843350003,29.9,14.7,43.7,0.0,32.6,1006.2,10,1918.7833615296145
3000.793875759098,30.8,16.6,46.7,0.0,27.7,1008.8,10,1912.008105969945
3000.3772469514697,31.7,14.9,40.1,0.0,33.3,1009.9,10,1922.4914684530213
2999.960618143842,30.7,13.6,37.1,0.0,42.8,1007.6,9,1932.9748309360973
2979.8134960206967,29.1,16.3,48.0,2.278,33.3,1007.6,9,1912.73618147905
3025.521582005452,23.5,17.8,72.8,5.258,24.5,1011.8,10,1903.22258101688
3000.578839938919,26.1,17.9,63.4,0.409,27.6,1011.0,9,1929.2040903219388
3000.3055360317667,27.5,16.6,55.3,0.0,22.8,1012.9,10,1925.1444849595216
3000.095702392088,29.9,17.2,50.8,0.0,23.1,1012.1,10,1923.626226909268
3000.15917265956,30.2,15.9,44.4,0.0,28.0,1011.1,10,1926.1675742214304
3004.454926351545,30.0,15.9,44.4,0.0,44.5,1008.8,10,1898.9409738815284
3002.377196791547,30.7,15.8,42.8,0.0,39.7,1005.3,10,1897.674842719705
3000.3086299906126,30.7,16.6,45.0,0.0,52.3,1002.7,10,1895.497567158674
3006.420921959566,30.0,18.4,51.8,0.0,49.0,1003.5,9,1881.8569715497683
3012.5240511694547,27.0,17.7,57.7,0.0,38.7,1011.8,8,1869.1275203400708
2996.0140906214074,23.4,17.9,71.6,0.264,36.1,1018.9,4,1898.229309330217
2995.889624411861,26.4,18.1,64.0,0.188,28.3,1018.0,9,1918.492701428464
3000.0280361470764,27.7,16.4,54.0,0.0,28.4,1015.5,10,1910.458346126631
3000.0373877297,29.2,12.6,40.2,0.0,23.9,1013.2,10,1912.555567011484
3020.26139934726,30.2,15.6,43.3,0.0,27.7,1011.0,10,1908.130222316361
3024.093650551377,31.3,18.0,47.8,0.0,31.9,1009.3,10,1901.37624599557
3004.323546365729,32.5,17.7,43.9,0.0,29.5,1009.1,10,1897.562598072912
3000.4919955871533,31.7,17.3,44.4,0.0,29.6,1008.8,10,1898.2448789109087
3000.022034160109,32.3,15.2,38.7,0.0,34.3,1005.3,10,1898.8716746117216
3000.159732865341,31.3,17.4,45.1,0.0,34.4,1009.9,10,1909.325124916413
3000.3235375738723,30.7,16.5,45.4,0.0,35.9,1016.2,10,1923.4162975401312
2972.740525379324,30.3,16.9,46.7,0.0,37.2,1014.2,10,1921.2819483798028
3000.007212034247,31.8,14.8,38.0,0.0,33.3,1009.8,10,1884.7546166183424
3000.0189297254683,31.5,15.0,38.3,0.0,31.3,1009.9,10,1892.410594057431
3000.9195528976816,30.3,17.0,48.5,3.242,60.2,1010.3,10,1903.9823604176493
3001.808458378673,25.8,18.5,64.4,3.788,35.4,1013.5,9,1907.89814933878
2989.4481479109354,26.2,16.7,58.0,0.0,39.2,1014.4,9,1895.3304828693613
3000.2123212080483,29.5,15.4,47.0,0.0,46.5,1009.1,10,1887.689299981791
3000.2123212080483,23.9,15.9,61.7,1.804,43.4,1012.5,8,1887.689299981791
2981.1852281749866,27.3,14.7,50.5,0.0,14.5,1015.3,10,1916.8161880168016
2992.32253260484,28.2,13.6,43.4,0.0,26.3,1017.0,8,1911.4806061125985
2980.89459855179,29.0,13.1,42.4,0.0,23.5,1017.0,10,1914.8678302646629
3000.568644717153,29.3,12.9,39.8,0.0,24.1,1017.2,10,1913.9987899089228
3000.568644717153,28.4,16.3,50.6,0.0,29.1,1019.0,9,1913.9987899089228
2997.600614978667,28.8,17.6,54.3,0.0,29.3,1018.2,9,1922.37671565518
3000.1862174223743,30.4,15.8,45.7,0.0,26.7,1014.3,10,1919.025243274944
3000.1862174223743,30.7,14.4,40.6,0.0,23.8,1011.4,10,1919.025243274944
3003.0548652874527,29.2,15.4,45.0,0.048,39.9,1013.8,10,1907.8087991937912
3003.0548652874527,27.5,17.0,54.8,0.0,30.2,1017.5,9,1907.8087991937912
2973.3286231233324,28.7,12.6,39.0,0.0,18.4,1016.5,10,1925.3409546105688
3015.221135008626,28.1,15.3,47.3,3.254,34.1,1014.9,9,1929.7567980422127
2992.849655722528,25.3,17.0,61.4,0.531,34.6,1015.3,10,1926.4452995543704
3021.754287966437,21.2,18.1,82.6,4.893,22.0,1016.7,3,1897.691249596064
3032.1558207697326,24.0,16.1,65.9,0.0,13.2,1017.3,9,1910.7749971361784
2985.5638169783924,27.3,15.7,53.6,0.0,14.5,1018.5,8,1922.1597583791608
2977.075141865473,28.5,14.5,45.6,0.0,20.5,1018.0,10,1928.090691502944
3053.847667980778,28.4,13.0,40.9,0.0,18.7,1013.8,9,1913.467414576786
3053.847667980778,28.7,15.0,46.4,0.0,27.9,1010.9,9,1913.467414576786
3000.761635706982,28.0,16.4,52.5,0.0,31.8,1011.2,9,1911.0304559866013
3000.4099655299487,28.9,18.0,54.6,0.0,30.1,1011.7,10,1905.5550149927503
3000.092924532778,30.1,18.3,52.1,0.0,30.4,1010.3,9,1903.7451374299496
3000.5188314928723,30.9,19.3,52.1,0.0,30.6,1010.3,9,1915.436256916685
3000.9101092731044,31.3,15.9,40.9,0.0,27.5,1014.7,9,1923.4618129723697
3001.0637632720245,30.6,14.2,38.7,0.0,18.9,1017.3,10,1918.4104074917527
3001.0637632720245,29.9,15.1,41.4,0.048,28.0,1015.0,8,1918.4104074917527
2986.304276767293,28.6,16.1,48.3,0.0,26.1,1014.0,9,1898.53702739404
3020.629456784479,28.4,15.6,48.3,0.0,16.9,1015.2,9,1919.9235757495396
2989.0815776759373,30.7,13.9,39.1,0.0,19.0,1015.7,10,1928.3534459222817
3017.894683559772,32.3,11.0,29.3,0.0,19.9,1011.6,10,1911.33533123952
3000.259365103147,33.3,9.6,25.0,0.0,26.2,1008.7,9,1936.0585557887125
3000.259365103147,31.0,14.8,38.7,0.0,26.6,1014.3,9,1936.0585557887125
3000.0832900849464,30.6,15.7,43.3,0.0,25.8,1016.6,9,1911.0289519036496
3003.9034603455525,31.4,15.1,40.0,0.0,32.8,1014.2,9,1917.547706818665
3005.8824786177247,31.1,15.1,39.9,0.0,33.1,1012.3,9,1921.952818413365
3004.0413266292903,30.6,15.6,42.6,0.0,30.5,1012.8,10,1919.8391750930496
3018.1577630265824,31.2,15.9,41.4,0.0,34.4,1012.0,9,1925.0207366761535
3000.015854792371,32.3,14.9,36.6,0.0,26.9,1011.3,9,1908.187819159962
3000.5955960400825,32.1,14.3,35.1,0.0,26.9,1012.5,9,1911.351992818962
3001.175337287794,32.0,14.8,36.8,0.0,24.3,1013.4,10,1914.5161664779616
3000.2945301749146,31.5,13.5,35.2,0.0,23.6,1014.2,9,1916.4940621848368
3000.023931212154,31.5,12.1,32.6,0.0,21.9,1014.9,9,1900.593482594484
3000.4762549791567,32.1,11.9,30.8,0.0,26.1,1015.4,9,1902.6886913132853
3001.1879647517453,33.5,8.9,23.5,0.0,28.0,1013.9,9,1900.765419050456
3001.5596565227133,34.6,7.9,20.6,0.0,24.9,1011.8,9,1904.4123775830544
3001.671962288096,34.1,10.6,25.7,0.0,29.3,1012.9,9,1912.077817097283
3000.057219408192,32.4,14.9,37.0,0.132,39.3,1014.6,9,1911.8196731360315
3000.069962269372,30.5,14.7,39.5,0.0,26.8,1016.2,9,1927.5560561926447
3000.0827051305523,29.4,14.8,42.2,0.0,24.2,1017.2,9,1943.29243924926
3032.210358461301,28.0,14.0,44.2,0.0,22.5,1016.0,8,1893.959257949236
3001.455714264572,26.9,16.7,54.8,0.0,28.9,1015.0,8,1912.5691795157927
2998.6960726576094,25.8,18.0,63.6,0.401,36.0,1014.0,9,1918.9046666661432
2999.638266270036,24.3,18.8,74.2,8.088,28.8,1016.1,8,1926.2380870902675
2998.736495900865,24.3,18.1,70.7,0.0,22.7,1017.3,8,1896.2520055468983
2995.537232356223,24.9,18.2,68.0,0.353,29.8,1016.5,8,1918.4985180572328
2977.505408314209,19.9,18.7,93.1,46.441,41.3,1017.6,2,1923.09213517076
2979.388401506335,18.7,17.5,92.9,2.72,30.3,1018.2,3,1924.096873039828
2981.7479283673088,21.1,18.7,87.0,2.237,15.1,1019.2,5,1904.8476741219056
3022.9136553880144,23.3,18.5,75.6,0.0,14.5,1019.9,7,1918.9241158607676
2977.8230639488083,23.3,17.2,70.6,0.0,25.1,1020.0,8,1901.626876256108
2984.807046074472,23.2,13.8,59.6,0.0,16.5,1019.5,9,1919.1560540064816
3001.182960545052,23.0,11.1,49.4,0.0,15.2,1018.3,9,1926.492301160896
2986.2063050958795,22.1,9.5,48.2,0.0,13.3,1018.0,9,1905.378551446719
3018.6495263659517,22.0,4.5,35.3,0.0,15.7,1014.4,9,1895.7687005338248
3006.245979451833,23.2,7.0,37.0,0.0,17.5,1011.1,9,1914.522079935457
2995.355345345184,25.3,11.3,43.6,0.0,25.0,1008.2,8,1900.2120532444487
3004.792811163245,28.0,11.6,41.9,0.0,25.9,1008.5,9,1910.6642227025288
3020.411089435369,27.7,15.8,49.9,0.0,29.4,1010.0,7,1907.5580551940611
3012.057799392128,27.0,16.0,54.6,0.3,24.1,1010.8,9,1910.7468970748048
